feature_idx,importance
3,0.14672890502722846
1,0.1293285683772058
43,0.12583346672031762
42,0.09992844421658084
8,0.08825875134578343
11,0.07246336655950535
9,0.04756043292222709
36,0.040584320299191415
39,0.03741866714419355
0,0.03167264371859455
7,0.03056780091371051
27,0.027269594297064912
37,0.02418983190482541
40,0.017936387999708373
32,0.006556029525815895
6,0.005193921292407516
15,0.005035049003484468
35,0.004392594709728145
24,0.003592282325781708
31,0.0033596662790089135
25,0.003299451147086652
4,0.003255327318792173
12,0.003119105818633444
23,0.002445430296974856
46,0.00238948114160775
41,0.0023586479133264502
44,0.002321199650036545
38,0.0018407465484315381
18,0.0018405943853980825
16,0.00158953834031849
26,0.0014965643771895191
17,0.0014495104038923122
5,0.0010857076768060487
10,0.0010767229916328147
22,0.0010268215743208058
13,0.0009282427858939189
2,0.0008653893995908732
28,0.000739158732522081
19,0.0007293059891026018
63,0.000711432520752776
33,0.0007098614450736355
14,0.0006873697423263976
45,0.0006342735493371636
84,0.0005494176180331417
61,0.0005177397195530778
92,0.0005138020662349894
49,0.0004895838186268723
29,0.0004666032165610578
48,0.0004474144783025044
30,0.0004138341238095327
95,0.0004016751328698128
78,0.00038813894522438054
59,0.0003769474515231949
73,0.00036287080229758514
88,0.00036119731301469674
53,0.0003579600075487523
47,0.0003553419625399631
69,0.000348566294964859
50,0.00034829749321083417
57,0.000337763201402467
51,0.00031033524485372363
79,0.00030917787786094106
20,0.0002994332742449799
71,0.0002990720625539029
56,0.00027824172864831484
55,0.00027715217137122745
74,0.0002744607068735701
83,0.00027175533218931115
54,0.00026620807446478144
52,0.00026544888074504514
80,0.0002642814132295968
82,0.00026077289275613236
75,0.00025716985542167795
65,0.00025583487046682983
34,0.0002554282408405624
87,0.00025356185626739566
21,0.0002491845972041555
86,0.00024074826308179544
91,0.0002406857887999053
85,0.00024048647494142664
81,0.0002342352447653503
66,0.00023123069143894245
90,0.0002246248578947321
64,0.0002238789737963164
76,0.0002196563007395567
93,0.00021601975451998818
62,0.0002124449765826029
58,0.0002057677411654334
70,0.00019628265192665913
68,0.0001776708687864975
60,0.0001754222319232616
72,0.00017436032032659482
77,0.00016987495741990744
89,0.0001659892777956366
94,0.00016109765915525888
67,0.00013424190781943782
